UF;MUNICIPIO;TIPO DE VEÍCULO;QUANTIDADE
MG;FRUTA DE LEITE;MICRO-ONIBUS;6
MG;FRUTA DE LEITE;MOTOCICLETA;579
MG;FRUTA DE LEITE;MOTONETA;5
MG;FRUTA DE LEITE;ONIBUS;33
MG;FRUTA DE LEITE;QUADRICICLO;0
MG;FRUTA DE LEITE;REBOQUE;9
MG;FRUTA DE LEITE;SEMI-REBOQUE;0
MG;FRUTA DE LEITE;SIDE-CAR;0
MG;FRUTA DE LEITE;OUTROS;0
MG;FRUTA DE LEITE;TRATOR ESTEI;0
MG;FRUTA DE LEITE;TRATOR RODAS;1
MG;FRUTA DE LEITE;TRICICLO;0
MG;FRUTA DE LEITE;UTILITARIO;1
MG;FRUTAL;AUTOMOVEL;21058
MG;FRUTAL;BONDE;0
MG;FRUTAL;CAMINHAO;1744
MG;FRUTAL;CAMINHAO TRATOR;359
MG;FRUTAL;CAMINHONETE;4568
MG;FRUTAL;CAMIONETA;1096
MG;FRUTAL;CHASSI PLATAF;0
MG;FRUTAL;CICLOMOTOR;183
MG;FRUTAL;MICRO-ONIBUS;177
MG;FRUTAL;MOTOCICLETA;9380
MG;FRUTAL;MOTONETA;4221
MG;FRUTAL;ONIBUS;250
MG;FRUTAL;QUADRICICLO;0
MG;FRUTAL;REBOQUE;1975
MG;FRUTAL;SEMI-REBOQUE;602
MG;FRUTAL;SIDE-CAR;32
MG;FRUTAL;OUTROS;6
MG;FRUTAL;TRATOR ESTEI;0
MG;FRUTAL;TRATOR RODAS;1
MG;FRUTAL;TRICICLO;12
MG;FRUTAL;UTILITARIO;215
MG;FUNILANDIA;AUTOMOVEL;805
MG;FUNILANDIA;BONDE;0
MG;FUNILANDIA;CAMINHAO;68
MG;FUNILANDIA;CAMINHAO TRATOR;4
MG;FUNILANDIA;CAMINHONETE;141
MG;FUNILANDIA;CAMIONETA;36
MG;FUNILANDIA;CHASSI PLATAF;0
MG;FUNILANDIA;CICLOMOTOR;28
MG;FUNILANDIA;MICRO-ONIBUS;2
MG;FUNILANDIA;MOTOCICLETA;380
MG;FUNILANDIA;MOTONETA;20
MG;FUNILANDIA;ONIBUS;29
MG;FUNILANDIA;QUADRICICLO;0
MG;FUNILANDIA;REBOQUE;25
MG;FUNILANDIA;SEMI-REBOQUE;1
MG;FUNILANDIA;SIDE-CAR;0
MG;FUNILANDIA;OUTROS;0
MG;FUNILANDIA;TRATOR ESTEI;0
MG;FUNILANDIA;TRATOR RODAS;0
MG;FUNILANDIA;TRICICLO;1
MG;FUNILANDIA;UTILITARIO;2
MG;GALILEIA;AUTOMOVEL;936
MG;GALILEIA;BONDE;0
MG;GALILEIA;CAMINHAO;79
MG;GALILEIA;CAMINHAO TRATOR;4
MG;GALILEIA;CAMINHONETE;166
MG;GALILEIA;CAMIONETA;33
MG;GALILEIA;CHASSI PLATAF;0
MG;GALILEIA;CICLOMOTOR;12
MG;GALILEIA;MICRO-ONIBUS;9
MG;GALILEIA;MOTOCICLETA;615
MG;GALILEIA;MOTONETA;23
MG;GALILEIA;ONIBUS;13
MG;GALILEIA;QUADRICICLO;0
MG;GALILEIA;REBOQUE;50
MG;GALILEIA;SEMI-REBOQUE;1
MG;GALILEIA;SIDE-CAR;0
MG;GALILEIA;OUTROS;0
MG;GALILEIA;TRATOR ESTEI;0
MG;GALILEIA;TRATOR RODAS;0
MG;GALILEIA;TRICICLO;0
MG;GALILEIA;UTILITARIO;5
MG;GAMELEIRAS;AUTOMOVEL;430
MG;GAMELEIRAS;BONDE;0
MG;GAMELEIRAS;CAMINHAO;38
MG;GAMELEIRAS;CAMINHAO TRATOR;0
MG;GAMELEIRAS;CAMINHONETE;183
MG;GAMELEIRAS;CAMIONETA;14
MG;GAMELEIRAS;CHASSI PLATAF;0
MG;GAMELEIRAS;CICLOMOTOR;3
MG;GAMELEIRAS;MICRO-ONIBUS;6
MG;GAMELEIRAS;MOTOCICLETA;831
MG;GAMELEIRAS;MOTONETA;42
MG;GAMELEIRAS;ONIBUS;21
MG;GAMELEIRAS;QUADRICICLO;0
MG;GAMELEIRAS;REBOQUE;7
MG;GAMELEIRAS;SEMI-REBOQUE;0
MG;GAMELEIRAS;SIDE-CAR;0
MG;GAMELEIRAS;OUTROS;0
MG;GAMELEIRAS;TRATOR ESTEI;0
MG;GAMELEIRAS;TRATOR RODAS;0
MG;GAMELEIRAS;TRICICLO;0
MG;GAMELEIRAS;UTILITARIO;0
MG;GLAUCILANDIA;AUTOMOVEL;113
MG;GLAUCILANDIA;BONDE;0
MG;GLAUCILANDIA;CAMINHAO;9
MG;GLAUCILANDIA;CAMINHAO TRATOR;0
MG;GLAUCILANDIA;CAMINHONETE;29
MG;GLAUCILANDIA;CAMIONETA;3
MG;GLAUCILANDIA;CHASSI PLATAF;0
MG;GLAUCILANDIA;CICLOMOTOR;0
MG;GLAUCILANDIA;MICRO-ONIBUS;1
MG;GLAUCILANDIA;MOTOCICLETA;167
MG;GLAUCILANDIA;MOTONETA;5
MG;GLAUCILANDIA;ONIBUS;8
MG;GLAUCILANDIA;QUADRICICLO;0
MG;GLAUCILANDIA;REBOQUE;3
MG;GLAUCILANDIA;SEMI-REBOQUE;0
MG;GLAUCILANDIA;SIDE-CAR;0
MG;GLAUCILANDIA;OUTROS;0
MG;GLAUCILANDIA;TRATOR ESTEI;0
MG;GLAUCILANDIA;TRATOR RODAS;0
MG;GLAUCILANDIA;TRICICLO;0
MG;GLAUCILANDIA;UTILITARIO;1
MG;GOIABEIRA;AUTOMOVEL;491
MG;GOIABEIRA;BONDE;0
MG;GOIABEIRA;CAMINHAO;41
MG;GOIABEIRA;CAMINHAO TRATOR;0
MG;GOIABEIRA;CAMINHONETE;63
MG;GOIABEIRA;CAMIONETA;11
MG;GOIABEIRA;CHASSI PLATAF;0
MG;GOIABEIRA;CICLOMOTOR;1
MG;GOIABEIRA;MICRO-ONIBUS;7
MG;GOIABEIRA;MOTOCICLETA;763
MG;GOIABEIRA;MOTONETA;78
MG;GOIABEIRA;ONIBUS;5
MG;GOIABEIRA;QUADRICICLO;0
MG;GOIABEIRA;REBOQUE;23
MG;GOIABEIRA;SEMI-REBOQUE;0
MG;GOIABEIRA;SIDE-CAR;0
MG;GOIABEIRA;OUTROS;0
MG;GOIABEIRA;TRATOR ESTEI;0
MG;GOIABEIRA;TRATOR RODAS;2
MG;GOIABEIRA;TRICICLO;1
MG;GOIABEIRA;UTILITARIO;1
MG;GOIANA;AUTOMOVEL;1121
MG;GOIANA;BONDE;0
MG;GOIANA;CAMINHAO;41
MG;GOIANA;CAMINHAO TRATOR;2
MG;GOIANA;CAMINHONETE;123
MG;GOIANA;CAMIONETA;74
MG;GOIANA;CHASSI PLATAF;0
MG;GOIANA;CICLOMOTOR;19
MG;GOIANA;MICRO-ONIBUS;8
MG;GOIANA;MOTOCICLETA;308
MG;GOIANA;MOTONETA;8
MG;GOIANA;ONIBUS;9
MG;GOIANA;QUADRICICLO;0
MG;GOIANA;REBOQUE;53
MG;GOIANA;SEMI-REBOQUE;1
MG;GOIANA;SIDE-CAR;0
MG;GOIANA;OUTROS;2
MG;GOIANA;TRATOR ESTEI;0
MG;GOIANA;TRATOR RODAS;0
MG;GOIANA;TRICICLO;0
MG;GOIANA;UTILITARIO;5
MG;GONCALVES;AUTOMOVEL;1257
MG;GONCALVES;BONDE;0
MG;GONCALVES;CAMINHAO;98
MG;GONCALVES;CAMINHAO TRATOR;2
MG;GONCALVES;CAMINHONETE;344
MG;GONCALVES;CAMIONETA;62
MG;GONCALVES;CHASSI PLATAF;0
MG;GONCALVES;CICLOMOTOR;0
MG;GONCALVES;MICRO-ONIBUS;18
MG;GONCALVES;MOTOCICLETA;727
MG;GONCALVES;MOTONETA;10
MG;GONCALVES;ONIBUS;12
MG;GONCALVES;QUADRICICLO;0
MG;GONCALVES;REBOQUE;42
MG;GONCALVES;SEMI-REBOQUE;2
MG;GONCALVES;SIDE-CAR;0
MG;GONCALVES;OUTROS;0
MG;GONCALVES;TRATOR ESTEI;0
MG;GONCALVES;TRATOR RODAS;0
MG;GONCALVES;TRICICLO;1
MG;GONCALVES;UTILITARIO;80
MG;GONZAGA;AUTOMOVEL;1150
MG;GONZAGA;BONDE;0
MG;GONZAGA;CAMINHAO;53
MG;GONZAGA;CAMINHAO TRATOR;3
MG;GONZAGA;CAMINHONETE;244
MG;GONZAGA;CAMIONETA;22
MG;GONZAGA;CHASSI PLATAF;0
MG;GONZAGA;CICLOMOTOR;5
MG;GONZAGA;MICRO-ONIBUS;9
MG;GONZAGA;MOTOCICLETA;1316
MG;GONZAGA;MOTONETA;148
MG;GONZAGA;ONIBUS;14
MG;GONZAGA;QUADRICICLO;0
MG;GONZAGA;REBOQUE;33
MG;GONZAGA;SEMI-REBOQUE;4
MG;GONZAGA;SIDE-CAR;0
MG;GONZAGA;OUTROS;0
MG;GONZAGA;TRATOR ESTEI;0
MG;GONZAGA;TRATOR RODAS;0
MG;GONZAGA;TRICICLO;7
MG;GONZAGA;UTILITARIO;4
MG;GOUVEA;AUTOMOVEL;2879
MG;GOUVEA;BONDE;0
MG;GOUVEA;CAMINHAO;147
MG;GOUVEA;CAMINHAO TRATOR;4
MG;GOUVEA;CAMINHONETE;593
MG;GOUVEA;CAMIONETA;110
MG;GOUVEA;CHASSI PLATAF;0
MG;GOUVEA;CICLOMOTOR;38
MG;GOUVEA;MICRO-ONIBUS;19
MG;GOUVEA;MOTOCICLETA;1083
MG;GOUVEA;MOTONETA;20
MG;GOUVEA;ONIBUS;44
MG;GOUVEA;QUADRICICLO;0
MG;GOUVEA;REBOQUE;82
MG;GOUVEA;SEMI-REBOQUE;5
MG;GOUVEA;SIDE-CAR;0
MG;GOUVEA;OUTROS;0
MG;GOUVEA;TRATOR ESTEI;0
MG;GOUVEA;TRATOR RODAS;2
MG;GOUVEA;TRICICLO;0
MG;GOUVEA;UTILITARIO;19
MG;GOVERNADOR VALADARES;AUTOMOVEL;65130
MG;GOVERNADOR VALADARES;BONDE;0
MG;GOVERNADOR VALADARES;CAMINHAO;3525
MG;GOVERNADOR VALADARES;CAMINHAO TRATOR;892
MG;GOVERNADOR VALADARES;CAMINHONETE;9847
MG;GOVERNADOR VALADARES;CAMIONETA;3248
MG;GOVERNADOR VALADARES;CHASSI PLATAF;0
MG;GOVERNADOR VALADARES;CICLOMOTOR;1667
MG;GOVERNADOR VALADARES;MICRO-ONIBUS;396
MG;GOVERNADOR VALADARES;MOTOCICLETA;46136
MG;GOVERNADOR VALADARES;MOTONETA;9340
MG;GOVERNADOR VALADARES;ONIBUS;413
MG;GOVERNADOR VALADARES;QUADRICICLO;1
MG;GOVERNADOR VALADARES;REBOQUE;2982
MG;GOVERNADOR VALADARES;SEMI-REBOQUE;1098
MG;GOVERNADOR VALADARES;SIDE-CAR;96
MG;GOVERNADOR VALADARES;OUTROS;20
MG;GOVERNADOR VALADARES;TRATOR ESTEI;1
MG;GOVERNADOR VALADARES;TRATOR RODAS;3
MG;GOVERNADOR VALADARES;TRICICLO;117
MG;GOVERNADOR VALADARES;UTILITARIO;994
MG;GRAO MOGOL;AUTOMOVEL;1342
MG;GRAO MOGOL;BONDE;0
MG;GRAO MOGOL;CAMINHAO;133
MG;GRAO MOGOL;CAMINHAO TRATOR;12
MG;GRAO MOGOL;CAMINHONETE;367
MG;GRAO MOGOL;CAMIONETA;50
MG;GRAO MOGOL;CHASSI PLATAF;0
MG;GRAO MOGOL;CICLOMOTOR;1
MG;GRAO MOGOL;MICRO-ONIBUS;30
MG;GRAO MOGOL;MOTOCICLETA;1385
MG;GRAO MOGOL;MOTONETA;41
MG;GRAO MOGOL;ONIBUS;93
MG;GRAO MOGOL;QUADRICICLO;0
MG;GRAO MOGOL;REBOQUE;64
MG;GRAO MOGOL;SEMI-REBOQUE;11
MG;GRAO MOGOL;SIDE-CAR;0
MG;GRAO MOGOL;OUTROS;0
MG;GRAO MOGOL;TRATOR ESTEI;0
MG;GRAO MOGOL;TRATOR RODAS;0
MG;GRAO MOGOL;TRICICLO;0
MG;GRAO MOGOL;UTILITARIO;5
MG;GRUPIARA;AUTOMOVEL;309
MG;GRUPIARA;BONDE;0
MG;GRUPIARA;CAMINHAO;14
MG;GRUPIARA;CAMINHAO TRATOR;1
MG;GRUPIARA;CAMINHONETE;77
MG;GRUPIARA;CAMIONETA;7
MG;GRUPIARA;CHASSI PLATAF;0
MG;GRUPIARA;CICLOMOTOR;0
MG;GRUPIARA;MICRO-ONIBUS;5
MG;GRUPIARA;MOTOCICLETA;171
MG;GRUPIARA;MOTONETA;16
MG;GRUPIARA;ONIBUS;5
MG;GRUPIARA;QUADRICICLO;0
MG;GRUPIARA;REBOQUE;18
MG;GRUPIARA;SEMI-REBOQUE;1
MG;GRUPIARA;SIDE-CAR;0
MG;GRUPIARA;OUTROS;0
MG;GRUPIARA;TRATOR ESTEI;0
MG;GRUPIARA;TRATOR RODAS;1
MG;GRUPIARA;TRICICLO;0
MG;GRUPIARA;UTILITARIO;0
MG;GUANHAES;AUTOMOVEL;8734
MG;GUANHAES;BONDE;0
MG;GUANHAES;CAMINHAO;663
MG;GUANHAES;CAMINHAO TRATOR;73
MG;GUANHAES;CAMINHONETE;1967
MG;GUANHAES;CAMIONETA;306
MG;GUANHAES;CHASSI PLATAF;0
MG;GUANHAES;CICLOMOTOR;59
MG;GUANHAES;MICRO-ONIBUS;70
MG;GUANHAES;MOTOCICLETA;6970
MG;GUANHAES;MOTONETA;332
MG;GUANHAES;ONIBUS;143
MG;GUANHAES;QUADRICICLO;0
MG;GUANHAES;REBOQUE;326
MG;GUANHAES;SEMI-REBOQUE;76
MG;GUANHAES;SIDE-CAR;2
MG;GUANHAES;OUTROS;5
MG;GUANHAES;TRATOR ESTEI;0
MG;GUANHAES;TRATOR RODAS;0
MG;GUANHAES;TRICICLO;10
MG;GUANHAES;UTILITARIO;66
MG;GUAPE;AUTOMOVEL;4186
MG;GUAPE;BONDE;0
MG;GUAPE;CAMINHAO;290
MG;GUAPE;CAMINHAO TRATOR;13
MG;GUAPE;CAMINHONETE;738
MG;GUAPE;CAMIONETA;118
MG;GUAPE;CHASSI PLATAF;0
MG;GUAPE;CICLOMOTOR;10
MG;GUAPE;MICRO-ONIBUS;32
MG;GUAPE;MOTOCICLETA;2010
MG;GUAPE;MOTONETA;77
MG;GUAPE;ONIBUS;79
MG;GUAPE;QUADRICICLO;0
MG;GUAPE;REBOQUE;89
MG;GUAPE;SEMI-REBOQUE;23
MG;GUAPE;SIDE-CAR;1
MG;GUAPE;OUTROS;0
MG;GUAPE;TRATOR ESTEI;0
MG;GUAPE;TRATOR RODAS;0
MG;GUAPE;TRICICLO;2
MG;GUAPE;UTILITARIO;30
MG;GUARACIABA;AUTOMOVEL;1518
MG;GUARACIABA;BONDE;0
MG;GUARACIABA;CAMINHAO;102
MG;GUARACIABA;CAMINHAO TRATOR;3
MG;GUARACIABA;CAMINHONETE;301
MG;GUARACIABA;CAMIONETA;49
MG;GUARACIABA;CHASSI PLATAF;0
MG;GUARACIABA;CICLOMOTOR;10
MG;GUARACIABA;MICRO-ONIBUS;25
MG;GUARACIABA;MOTOCICLETA;2102
MG;GUARACIABA;MOTONETA;50
MG;GUARACIABA;ONIBUS;53
MG;GUARACIABA;QUADRICICLO;0
MG;GUARACIABA;REBOQUE;35
MG;GUARACIABA;SEMI-REBOQUE;4
MG;GUARACIABA;SIDE-CAR;0
MG;GUARACIABA;OUTROS;0
MG;GUARACIABA;TRATOR ESTEI;0
MG;GUARACIABA;TRATOR RODAS;0
MG;GUARACIABA;TRICICLO;7
MG;GUARACIABA;UTILITARIO;11
MG;GUARACIAMA;AUTOMOVEL;735
MG;GUARACIAMA;BONDE;0
MG;GUARACIAMA;CAMINHAO;66
MG;GUARACIAMA;CAMINHAO TRATOR;13
MG;GUARACIAMA;CAMINHONETE;154
MG;GUARACIAMA;CAMIONETA;21
MG;GUARACIAMA;CHASSI PLATAF;0
MG;GUARACIAMA;CICLOMOTOR;7
MG;GUARACIAMA;MICRO-ONIBUS;4
MG;GUARACIAMA;MOTOCICLETA;772
MG;GUARACIAMA;MOTONETA;21
MG;GUARACIAMA;ONIBUS;20
MG;GUARACIAMA;QUADRICICLO;0
MG;GUARACIAMA;REBOQUE;11
MG;GUARACIAMA;SEMI-REBOQUE;12
MG;GUARACIAMA;SIDE-CAR;0
MG;GUARACIAMA;OUTROS;0
MG;GUARACIAMA;TRATOR ESTEI;0
MG;GUARACIAMA;TRATOR RODAS;0
MG;GUARACIAMA;TRICICLO;0
MG;GUARACIAMA;UTILITARIO;3
MG;GUARANESIA;AUTOMOVEL;6973
MG;GUARANESIA;BONDE;0
MG;GUARANESIA;CAMINHAO;441
MG;GUARANESIA;CAMINHAO TRATOR;45
MG;GUARANESIA;CAMINHONETE;995
MG;GUARANESIA;CAMIONETA;284
MG;GUARANESIA;CHASSI PLATAF;0
MG;GUARANESIA;CICLOMOTOR;33
MG;GUARANESIA;MICRO-ONIBUS;81
MG;GUARANESIA;MOTOCICLETA;2444
MG;GUARANESIA;MOTONETA;292
MG;GUARANESIA;ONIBUS;144
MG;GUARANESIA;QUADRICICLO;0
MG;GUARANESIA;REBOQUE;100
MG;GUARANESIA;SEMI-REBOQUE;107
MG;GUARANESIA;SIDE-CAR;2
MG;GUARANESIA;OUTROS;1
MG;GUARANESIA;TRATOR ESTEI;0
MG;GUARANESIA;TRATOR RODAS;1
MG;GUARANESIA;TRICICLO;6
MG;GUARANESIA;UTILITARIO;49
MG;GUARANI;AUTOMOVEL;1664
MG;GUARANI;BONDE;0
MG;GUARANI;CAMINHAO;91
MG;GUARANI;CAMINHAO TRATOR;2
MG;GUARANI;CAMINHONETE;284
MG;GUARANI;CAMIONETA;44
MG;GUARANI;CHASSI PLATAF;0
MG;GUARANI;CICLOMOTOR;92
MG;GUARANI;MICRO-ONIBUS;21
MG;GUARANI;MOTOCICLETA;696
MG;GUARANI;MOTONETA;21
MG;GUARANI;ONIBUS;19
MG;GUARANI;QUADRICICLO;0
MG;GUARANI;REBOQUE;52
MG;GUARANI;SEMI-REBOQUE;3
MG;GUARANI;SIDE-CAR;0
MG;GUARANI;OUTROS;1
MG;GUARANI;TRATOR ESTEI;0
MG;GUARANI;TRATOR RODAS;2
MG;GUARANI;TRICICLO;0
MG;GUARANI;UTILITARIO;18
MG;GUARARA;AUTOMOVEL;1093
MG;GUARARA;BONDE;0
MG;GUARARA;CAMINHAO;62
MG;GUARARA;CAMINHAO TRATOR;0
MG;GUARARA;CAMINHONETE;145
MG;GUARARA;CAMIONETA;46
MG;GUARARA;CHASSI PLATAF;0
MG;GUARARA;CICLOMOTOR;35
MG;GUARARA;MICRO-ONIBUS;17
MG;GUARARA;MOTOCICLETA;363
MG;GUARARA;MOTONETA;25
MG;GUARARA;ONIBUS;4
MG;GUARARA;QUADRICICLO;0
MG;GUARARA;REBOQUE;35
MG;GUARARA;SEMI-REBOQUE;1
MG;GUARARA;SIDE-CAR;0
MG;GUARARA;OUTROS;2
MG;GUARARA;TRATOR ESTEI;0
MG;GUARARA;TRATOR RODAS;1
MG;GUARARA;TRICICLO;1
MG;GUARARA;UTILITARIO;5
MG;GUARDA-MOR;AUTOMOVEL;1686
MG;GUARDA-MOR;BONDE;0
MG;GUARDA-MOR;CAMINHAO;173
MG;GUARDA-MOR;CAMINHAO TRATOR;64
MG;GUARDA-MOR;CAMINHONETE;550
MG;GUARDA-MOR;CAMIONETA;63
MG;GUARDA-MOR;CHASSI PLATAF;0
MG;GUARDA-MOR;CICLOMOTOR;9
MG;GUARDA-MOR;MICRO-ONIBUS;23
MG;GUARDA-MOR;MOTOCICLETA;419
MG;GUARDA-MOR;MOTONETA;54
MG;GUARDA-MOR;ONIBUS;43
MG;GUARDA-MOR;QUADRICICLO;0
MG;GUARDA-MOR;REBOQUE;138
MG;GUARDA-MOR;SEMI-REBOQUE;99
MG;GUARDA-MOR;SIDE-CAR;0
MG;GUARDA-MOR;OUTROS;0
MG;GUARDA-MOR;TRATOR ESTEI;0
MG;GUARDA-MOR;TRATOR RODAS;1
MG;GUARDA-MOR;TRICICLO;1
MG;GUARDA-MOR;UTILITARIO;15
MG;GUAXUPE;AUTOMOVEL;21047
MG;GUAXUPE;BONDE;0
MG;GUAXUPE;CAMINHAO;986
MG;GUAXUPE;CAMINHAO TRATOR;254
MG;GUAXUPE;CAMINHONETE;3138
MG;GUAXUPE;CAMIONETA;843
MG;GUAXUPE;CHASSI PLATAF;0
MG;GUAXUPE;CICLOMOTOR;72
MG;GUAXUPE;MICRO-ONIBUS;106
MG;GUAXUPE;MOTOCICLETA;6689
MG;GUAXUPE;MOTONETA;916
MG;GUAXUPE;ONIBUS;147
MG;GUAXUPE;QUADRICICLO;0
MG;GUAXUPE;REBOQUE;413
MG;GUAXUPE;SEMI-REBOQUE;294
MG;GUAXUPE;SIDE-CAR;2
MG;GUAXUPE;OUTROS;5
MG;GUAXUPE;TRATOR ESTEI;0
MG;GUAXUPE;TRATOR RODAS;1
MG;GUAXUPE;TRICICLO;15
MG;GUAXUPE;UTILITARIO;235
MG;GUIDOVAL;AUTOMOVEL;1440
MG;GUIDOVAL;BONDE;0
MG;GUIDOVAL;CAMINHAO;181
MG;GUIDOVAL;CAMINHAO TRATOR;21
MG;GUIDOVAL;CAMINHONETE;293
MG;GUIDOVAL;CAMIONETA;40
MG;GUIDOVAL;CHASSI PLATAF;0
MG;GUIDOVAL;CICLOMOTOR;93
MG;GUIDOVAL;MICRO-ONIBUS;2
MG;GUIDOVAL;MOTOCICLETA;1653
MG;GUIDOVAL;MOTONETA;193
MG;GUIDOVAL;ONIBUS;13
MG;GUIDOVAL;QUADRICICLO;0
MG;GUIDOVAL;REBOQUE;45
MG;GUIDOVAL;SEMI-REBOQUE;20
MG;GUIDOVAL;SIDE-CAR;1
MG;GUIDOVAL;OUTROS;1
MG;GUIDOVAL;TRATOR ESTEI;0
MG;GUIDOVAL;TRATOR RODAS;1
MG;GUIDOVAL;TRICICLO;2
MG;GUIDOVAL;UTILITARIO;4
MG;GUIMARANIA;AUTOMOVEL;2269
MG;GUIMARANIA;BONDE;0
MG;GUIMARANIA;CAMINHAO;205
MG;GUIMARANIA;CAMINHAO TRATOR;18
MG;GUIMARANIA;CAMINHONETE;440
MG;GUIMARANIA;CAMIONETA;66
MG;GUIMARANIA;CHASSI PLATAF;0
MG;GUIMARANIA;CICLOMOTOR;9
MG;GUIMARANIA;MICRO-ONIBUS;16
MG;GUIMARANIA;MOTOCICLETA;898
MG;GUIMARANIA;MOTONETA;107
MG;GUIMARANIA;ONIBUS;56
MG;GUIMARANIA;QUADRICICLO;0
MG;GUIMARANIA;REBOQUE;133
MG;GUIMARANIA;SEMI-REBOQUE;16
MG;GUIMARANIA;SIDE-CAR;0
MG;GUIMARANIA;OUTROS;0
MG;GUIMARANIA;TRATOR ESTEI;0
MG;GUIMARANIA;TRATOR RODAS;0
MG;GUIMARANIA;TRICICLO;1
MG;GUIMARANIA;UTILITARIO;3
MG;GUIRICEMA;AUTOMOVEL;1982
MG;GUIRICEMA;BONDE;0
MG;GUIRICEMA;CAMINHAO;276
MG;GUIRICEMA;CAMINHAO TRATOR;18
MG;GUIRICEMA;CAMINHONETE;402
MG;GUIRICEMA;CAMIONETA;74
MG;GUIRICEMA;CHASSI PLATAF;0
MG;GUIRICEMA;CICLOMOTOR;52
MG;GUIRICEMA;MICRO-ONIBUS;19
MG;GUIRICEMA;MOTOCICLETA;2402
MG;GUIRICEMA;MOTONETA;141
MG;GUIRICEMA;ONIBUS;26
MG;GUIRICEMA;QUADRICICLO;0
MG;GUIRICEMA;REBOQUE;57
MG;GUIRICEMA;SEMI-REBOQUE;18
MG;GUIRICEMA;SIDE-CAR;1
MG;GUIRICEMA;OUTROS;0
MG;GUIRICEMA;TRATOR ESTEI;0
MG;GUIRICEMA;TRATOR RODAS;0
MG;GUIRICEMA;TRICICLO;3
MG;GUIRICEMA;UTILITARIO;9
MG;GURINHATA;AUTOMOVEL;1100
MG;GURINHATA;BONDE;0
MG;GURINHATA;CAMINHAO;124
MG;GURINHATA;CAMINHAO TRATOR;14
MG;GURINHATA;CAMINHONETE;333
MG;GURINHATA;CAMIONETA;45
MG;GURINHATA;CHASSI PLATAF;0
MG;GURINHATA;CICLOMOTOR;3
MG;GURINHATA;MICRO-ONIBUS;15
MG;GURINHATA;MOTOCICLETA;569
MG;GURINHATA;MOTONETA;69
MG;GURINHATA;ONIBUS;39
MG;GURINHATA;QUADRICICLO;0
MG;GURINHATA;REBOQUE;75
MG;GURINHATA;SEMI-REBOQUE;16
MG;GURINHATA;SIDE-CAR;0
MG;GURINHATA;OUTROS;0
MG;GURINHATA;TRATOR ESTEI;0
MG;GURINHATA;TRATOR RODAS;1
MG;GURINHATA;TRICICLO;1
MG;GURINHATA;UTILITARIO;3
MG;HELIODORA;AUTOMOVEL;1547
MG;HELIODORA;BONDE;0
MG;HELIODORA;CAMINHAO;108
MG;HELIODORA;CAMINHAO TRATOR;2
MG;HELIODORA;CAMINHONETE;287
MG;HELIODORA;CAMIONETA;73
MG;HELIODORA;CHASSI PLATAF;0
MG;HELIODORA;CICLOMOTOR;5
MG;HELIODORA;MICRO-ONIBUS;19
MG;HELIODORA;MOTOCICLETA;658
MG;HELIODORA;MOTONETA;17
MG;HELIODORA;ONIBUS;22
MG;HELIODORA;QUADRICICLO;0
MG;HELIODORA;REBOQUE;44
MG;HELIODORA;SEMI-REBOQUE;4
MG;HELIODORA;SIDE-CAR;0
MG;HELIODORA;OUTROS;0
MG;HELIODORA;TRATOR ESTEI;0
MG;HELIODORA;TRATOR RODAS;0
MG;HELIODORA;TRICICLO;0
MG;HELIODORA;UTILITARIO;4
MG;IAPU;AUTOMOVEL;2073
MG;IAPU;BONDE;0
MG;IAPU;CAMINHAO;195
MG;IAPU;CAMINHAO TRATOR;20
MG;IAPU;CAMINHONETE;366
MG;IAPU;CAMIONETA;117
MG;IAPU;CHASSI PLATAF;0
MG;IAPU;CICLOMOTOR;2
MG;IAPU;MICRO-ONIBUS;20
MG;IAPU;MOTOCICLETA;1383
MG;IAPU;MOTONETA;85
MG;IAPU;ONIBUS;31
MG;IAPU;QUADRICICLO;0
MG;IAPU;REBOQUE;45
MG;IAPU;SEMI-REBOQUE;36
MG;IAPU;SIDE-CAR;0
MG;IAPU;OUTROS;1
MG;IAPU;TRATOR ESTEI;0
MG;IAPU;TRATOR RODAS;1
MG;IAPU;TRICICLO;1
MG;IAPU;UTILITARIO;9
MG;IBERTIOGA;AUTOMOVEL;1067
MG;IBERTIOGA;BONDE;0
MG;IBERTIOGA;CAMINHAO;80
MG;IBERTIOGA;CAMINHAO TRATOR;5
MG;IBERTIOGA;CAMINHONETE;141
MG;IBERTIOGA;CAMIONETA;62
MG;IBERTIOGA;CHASSI PLATAF;0
MG;IBERTIOGA;CICLOMOTOR;5
MG;IBERTIOGA;MICRO-ONIBUS;28
MG;IBERTIOGA;MOTOCICLETA;468
MG;IBERTIOGA;MOTONETA;9
MG;IBERTIOGA;ONIBUS;10
MG;IBERTIOGA;QUADRICICLO;0
MG;IBERTIOGA;REBOQUE;45
MG;IBERTIOGA;SEMI-REBOQUE;4
MG;IBERTIOGA;SIDE-CAR;0
MG;IBERTIOGA;OUTROS;0
MG;IBERTIOGA;TRATOR ESTEI;0
MG;IBERTIOGA;TRATOR RODAS;0
MG;IBERTIOGA;TRICICLO;0
MG;IBERTIOGA;UTILITARIO;10
MG;IBIA;AUTOMOVEL;7054
MG;IBIA;BONDE;0
MG;IBIA;CAMINHAO;532
MG;IBIA;CAMINHAO TRATOR;172
MG;IBIA;CAMINHONETE;1432
MG;IBIA;CAMIONETA;277
